mensagem,stream,data,tipo_toxicidade
a vai se foder KKKKKKKKKKKKKKKKKKKKKKKKK,cellbit,2026-04-17,OBS
Mto ator pqp,cellbit,2026-04-17,OBS
@lynnsmithgh TA PORRA Taporraaakkk Taporraaakkk,cellbit,2026-04-17,OBS
PQP,cellbit,2026-04-17,OBS
me dá a casa de uma vez caralho,cellbit,2026-04-17,OBS
Miopia fudida,cellbit,2026-04-17,OBS
papel de parede lixo,cellbit,2026-04-17,INS
papel de parede de merda,cellbit,2026-04-17,OBS
"@miranha_krupa Foi agoniante, mas foi uma experiência muito foda, eu tenho uma cicatriz na cabeça agora por isso, acho ela icônica",cellbit,2026-04-17,OBS
Pqp,cellbit,2026-04-17,OBS
lanterna ruim essa,cellbit,2026-04-17,INS
"@lynnsmithgh caraaca, cicatrizes de guerra, mas tá zero bala agora?",cellbit,2026-04-17,INS
Um jogo só tem jumpscare e o outro não tem porra nenhuma,cellbit,2026-04-17,OBS
@lynnsmithgh aquela personagem foda q tem uma cicatriz pra mostrar experiência sabe? você é ela Sisi cellA,cellbit,2026-04-17,OBS
@springofpower o medo é do próximo jogo ruim que ele escolher,cellbit,2026-04-17,INS
Pqp,cellbit,2026-04-17,OBS
wtf,cellbit,2026-04-17,OBS
o lixo,cellbit,2026-04-17,INS
@biroliro0 wtf,cellbit,2026-04-17,OBS
puta que pariu,cellbit,2026-04-17,OBS
que jogo ruim. n da pra ver nada,cellbit,2026-04-17,INS
eu sem entender porra nenhuma,cellbit,2026-04-17,OBS
ninguem ta entendendo bosta alguma,cellbit,2026-04-17,OBS
tá bem difícil pqp,cellbit,2026-04-17,OBS
Mds q jogo lixoso KKKKKKKKKKKK,cellbit,2026-04-17,INS
não dá pra entender poha nernhuma que tá na minha tela,cellbit,2026-04-17,OBS
luz inútil que não ilumina ENDOIDAR,cellbit,2026-04-17,INS
que jogo é esse cara pqp,cellbit,2026-04-17,OBS
pqp,cellbit,2026-04-17,OBS
ah caralho foi,cellbit,2026-04-17,OBS
puta que pariu,cellbit,2026-04-17,OBS
Isso é uma lâmpada? Misericórdia a lâmpada mais inútil do mundo,cellbit,2026-04-17,INS
finalmente essa porra,cellbit,2026-04-17,OBS
cara to com uma dor de cabeça fudida,cellbit,2026-04-17,OBS
O jogo é tao realista que ta me dando sono de tão ruim,cellbit,2026-04-17,INS
@HyariJoga Horrível,cellbit,2026-04-17,INS
Simulador de porra nenhuma,cellbit,2026-04-17,OBS
@lynnsmithgh agora pra mim tu é uma guerreira mística com uma cicatriz foda,cellbit,2026-04-17,OBS
"o jogo tentou muito deixar a vibe ""desconfortável"" mas só ficou chato mesmo Om",cellbit,2026-04-17,INS
"@lynnsmithgh Amor,pra mim vc é muito foda e incrível",cellbit,2026-04-17,OBS
Não fala em bosta,cellbit,2026-04-17,OBS
Ah eu lembro eu lembro é aquele q o FELPS jogou eu Acho. Naquele tempo já era ruim PepeLaugh,cellbit,2026-04-17,INS
Faz sentido para caralho,cellbit,2026-04-17,OBS
"@miranha_krupa Kakka, sou uma bruxona guerreira com uma cicatriz foda entao kkkk",cellbit,2026-04-17,OBS
O jogo é tão ruim que até sua gangue não jogou o jogo,cellbit,2026-04-17,INS
Cuspiu a tela inteira do PC pqp,cellbit,2026-04-17,OBS
Dropa essa merda pfv,cellbit,2026-04-17,OBS
Se esse porra pedir para tirar foto de mais uma coisa cellY,cellbit,2026-04-17,OBS
pqp,cellbit,2026-04-17,OBS
PQP,cellbit,2026-04-17,OBS
pqp,cellbit,2026-04-17,OBS
"É por isso que não pode mais traumatizar criança, depois ela cresce e faz uma merda de jogo desse",cellbit,2026-04-17,OBS
Insane pqp,cellbit,2026-04-17,OBS
PQP CARA,cellbit,2026-04-17,OBS
Até q o primeiro jogo nn era tão ruim,cellbit,2026-04-17,INS
o jogo é tão ruim que a família abandonou o garoto pra não ver o desenvolvimento,cellbit,2026-04-17,INS
me parece inspirado em house of leaves so que ruim,cellbit,2026-04-17,INS
5Head caralho,cellbit,2026-04-17,OBS
"hoje a seleção de curtas e jogos é praticamente ""tem de merda e tem de bosta""",cellbit,2026-04-17,OBS
@prinlymoon Horrível,cellbit,2026-04-17,INS
@prinlymoon horrivel chega a ser eufemismo,cellbit,2026-04-17,INS
"caralho, nao enxergo bosta alguma",cellbit,2026-04-17,OBS
Esse mlk apaga TD hora pqp,cellbit,2026-04-17,OBS
esse jogo é um angel engine 2 pqp,cellbit,2026-04-17,OBS
pqp,cellbit,2026-04-17,OBS
que porra tá acontecendo,cellbit,2026-04-17,OBS
pqp eu sinto q eu to drogado,cellbit,2026-04-17,OBS
pqp os backrooms agora,cellbit,2026-04-17,OBS
a quanto tempo a gente tá nessa merda? 5 horas? foram alguns minutos eu acho mas o meu corpo diz no minimo umas 5,cellbit,2026-04-17,OBS
"Sexta do medo mesmo, essa porra desse jogo tá tenebroso.",cellbit,2026-04-17,OBS
pqp lembrei de garden,cellbit,2026-04-17,OBS
então essa arte é ruim?,cellbit,2026-04-17,INS
aqui só tem ruim Insane Insane,cellbit,2026-04-17,INS
Essa live virou um sequestro pqp kkkkkkkkkkkkkkkkkkkkk,cellbit,2026-04-17,OBS
Insane CARALHOOO,cellbit,2026-04-17,OBS
Ruim é palavra chave,cellbit,2026-04-17,INS
O jogo da bosta tava melhor cellK,cellbit,2026-04-17,OBS
a nao esse corno n,cellbit,2026-04-17,INS
"@Ryujei Tudo culpa sua ryu, jogou praga",cellbit,2026-04-17,INS
Mas que bela merda,cellbit,2026-04-17,OBS
"Se a verdadeira arte é um reflexo dos sentimentos de quem a contempla, nós nos sentimos uma merda agora?",cellbit,2026-04-17,OBS
Fala que acabou.... Essa merda noa acaba mais,cellbit,2026-04-17,OBS
ah mano tem fetiche nessa porra,cellbit,2026-04-17,OBS
Nós nem sempre podemos ver o sol as vezes tudo que nos resta são as trevas de um jogo ruim cellW,cellbit,2026-04-17,INS
pqp,cellbit,2026-04-17,OBS
DenovoNao CARALHOOOOOOOOOOOOO,cellbit,2026-04-17,OBS
PQP Insane,cellbit,2026-04-17,OBS
PQP cellNAAAO,cellbit,2026-04-17,OBS
DenovoNao puta q pariu,cellbit,2026-04-17,OBS
porra de jogo é esse,cellbit,2026-04-17,OBS
Insane FECHAAAA ESSA MERDA,cellbit,2026-04-17,OBS
PUTA QUE PARIU cellSOCIEDADE cellSOCIEDADE cellSOCIEDADE cellSOCIEDADE cellSOCIEDADE cellSOCIEDADE cellSOCIEDADE,cellbit,2026-04-17,OBS
esse jogo é uma bomba pqp,cellbit,2026-04-17,OBS
nem engraçado é esse é só ruim e me da sono,cellbit,2026-04-17,INS
procura ajuda desgraçado,cellbit,2026-04-17,OBS
pqp,cellbit,2026-04-17,OBS
Que bosta é essa? KKKKKKKk,cellbit,2026-04-17,OBS
será q o dev sabia como FINALIZAR UM JOGO PORRA Insane,cellbit,2026-04-17,OBS
puta merda nao acaba,cellbit,2026-04-17,OBS
como assim laranja caralho,cellbit,2026-04-17,OBS
"@Ryujei Mas foram bons, em serem assustadoramente horrível",cellbit,2026-04-17,INS
fecha isso pqp DenovoNao,cellbit,2026-04-17,OBS
Om vsf,cellbit,2026-04-17,OBS
"Porra @Cellbit eu acho jogo ruins pra lista, mas você ta de parabens, como vc achou essa bomba? Om",cellbit,2026-04-17,OBS
angel engine 2 pqp Om,cellbit,2026-04-17,OBS
Gente esse porra de jogo tava tão chato q eu DORMI e ele tá aí até agr cellHmmm,cellbit,2026-04-17,"INS, OBS"
@tortadelimao____ vou trazer pq ta foda até pros MODS,cellbit,2026-04-17,OBS
"MakiseKuriisu, ele tem talento mano, ele acho angel engine, essa porra ai",cellbit,2026-04-17,OBS
Novo infinito pqp,cellbit,,OBS
nice porraaaaaaaaaaaaaaaaaaaaaaaaaaa,cellbit,2026-04-17,OBS
Mano que jogo desgraçado,cellbit,2026-04-17,OBS
quem ta ruim nos treinos e a red e a furia kkkkkkkkkkkkkkkk,baiano,2026-04-18,INS
"Eu nem so pro e ja dei tapa na minha cara pq joguei nojento, esses cara não reconhece nem o próprio umbigo",baiano,2026-04-18,INS
q porrada,tck10,2026-04-18,OBS
Caralho  voltou agr? Eu achei q já tinha acabado o 1 mapa,tck10,2026-04-18,OBS
cuidado q todo ruim é bom de pistol @TcK10,tck10,2026-04-18,INS
bonecao da porra,tck10,2026-04-18,OBS
4 porrada de costas,tck10,2026-04-18,OBS
Bonecão lixo,tck10,2026-04-18,INS
kkkkkkk fdp,tck10,2026-04-18,OBS
2 morango querendo falar merda,tck10,2026-04-18,OBS
babaca KKKKKKKKKKKKKKKKKKKKKK,tck10,2026-04-18,INS
cuzao,tck10,2026-04-18,OBS
com é burro mds,tck10,2026-04-18,INS
Bora eg caralho,tck10,2026-04-18,OBS
PQP,tck10,2026-04-18,OBS
cago,tck10,2026-04-18,OBS
caralho bao amassou agora,tck10,2026-04-18,OBS
muito ruim o nerve,tck10,2026-04-18,INS
é facil mane seloko,tck10,2026-04-18,INS
so cara ruim ne,tck10,2026-04-18,INS
com mt ruim,tck10,2026-04-18,INS
ta porra,tck10,2026-04-18,OBS
tck tá sentindo um gostinho de bosta,tck10,2026-04-18,OBS
"cheguei agora, c9 ganhou de 2x0 daquele time lixo?",tck10,2026-04-18,INS
Poha de bingo tck kkkkkkk,tck10,2026-04-18,OBS
como assim bingo bem jogado porra,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
ta poha,tck10,2026-04-18,OBS
CORNO,tck10,2026-04-18,INS
o cara ta acabando com a porra da furia,tck10,2026-04-18,OBS
crl dg quase fez cagada,tck10,2026-04-18,OBS
"@lucascapota o c0m né, lixo humano",tck10,2026-04-18,INS
crl,tck10,2026-04-18,OBS
vsfd essa eg cagando tudo mane,tck10,2026-04-18,INS
se a furia perde pra eg pqp,tck10,2026-04-18,OBS
dg é muito chato,tck10,2026-04-18,INS
DG é mto bom pqp,tck10,2026-04-18,OBS
"q medo da porra, o cabra tem aura",tck10,2026-04-18,OBS
imagina o DG no lugar do ruim virty,tck10,2026-04-18,INS
cara joga de neon com 0.6 de sens pqp,tck10,2026-04-18,OBS
PQP,tck10,2026-04-18,OBS
q porra é essa,tck10,2026-04-18,OBS
caralhooooooooo,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
lindo round pqp,tck10,2026-04-18,OBS
ta porra,tck10,2026-04-18,OBS
vamoooooooooooo caralho[,tck10,2026-04-18,OBS
alym é o goat porra,tck10,2026-04-18,OBS
alym genio idiota,tck10,2026-04-18,INS
QUE PSICOPATA FDP AMO ELE DMS PORRA FUR Cheer FUR Cheer FUR Cheer FUR Cheer FUR Cheer FUR Cheer FUR Cheer FUR Cheer,tck10,2026-04-18,OBS
vtmc olha o lixo do alym jogando,tck10,2026-04-18,INS
"nossa o COM Ë HORRIVEL PQP, tava em vantagem e ta 7/13",tck10,2026-04-18,OBS
coitado do dg pqp nem noé,tck10,2026-04-18,OBS
cara matou 7 boneco porra,tck10,2026-04-18,OBS
toma fudidos,tck10,2026-04-18,OBS
caralho,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
Caralho,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
caraio,tck10,2026-04-18,OBS
caralho,tck10,2026-04-18,OBS
Pqp,tck10,2026-04-18,OBS
dg levou 3 ainda crl q time ruim,tck10,2026-04-18,"INS, OBS"
coitado do dg vsf,tck10,2026-04-18,OBS
caralhooooooo,tck10,2026-04-18,OBS
PQP,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
dg levou 3 ainda que porra é essa,tck10,2026-04-18,OBS
esse alym joga muito pqp,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
Artzin é um puta IGL,tck10,2026-04-18,OBS
shaw criou um jogo novo po que PORRA de time bom é esse mano,tck10,2026-04-18,OBS
tem o escudo seus burros 4700+1000 KKKKKKKKKKKKKKKKKK,tck10,2026-04-18,INS
crl eles n tem mira sem ser dg e suparmen q isso,tck10,2026-04-18,OBS
caraio valorant 2,tck10,2026-04-18,OBS
vamo furia caralho,tck10,2026-04-18,OBS
que chat burrooooooooo,tck10,2026-04-18,INS
deixem de ser burros kkkkkkkkkkkkk,tck10,2026-04-18,INS
Qje merda,tck10,2026-04-18,OBS
merda,tck10,2026-04-18,OBS
porra,tck10,2026-04-18,OBS
que merda],tck10,2026-04-18,OBS
Supamen ta sujo de bosta,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
supamen vai deitar 30 nessa porra,tck10,2026-04-18,OBS
supa cortando 28 kills que porra é essa,tck10,2026-04-18,OBS
com é ruim dms,tck10,2026-04-18,INS
@SECELO_ nice porra,tck10,2026-04-18,OBS
carai dg ta foda,tck10,2026-04-18,OBS
comeu bosta só se for KKKKKKKKKK,tck10,2026-04-18,OBS
mas o prato era tipo um sushi de merda ne,tck10,2026-04-18,OBS
ta é mt ruim,tck10,2026-04-18,INS
ta ruim sim,tck10,2026-04-18,INS
dg joga pra crl,tck10,2026-04-18,OBS
melhor desse jogo porra,tck10,2026-04-18,OBS
puta que pariu,tck10,2026-04-18,OBS
Dg neles porra,tck10,2026-04-18,OBS
Muito ruim,tck10,2026-04-18,INS
Furia ruim dms,tck10,2026-04-18,INS
@Mastra_Games FODASE A LOUD,tck10,2026-04-18,OBS
olha os bosta kkkkk,tck10,2026-04-18,OBS
eu dormi ouvindo essa merda,tck10,2026-04-18,OBS
o homem é ruim de cabeça,tck10,2026-04-18,INS
"quando vc acha seu time ruim, lembre-se que a c9 perdeu para envy",tck10,2026-04-18,INS
eita caralho,tck10,2026-04-18,OBS
porra,tck10,2026-04-18,OBS
TÁ PORRA,tck10,2026-04-18,OBS
que porra é essa @TcK10 1 litro de coca agr 2 de suco,tck10,2026-04-18,OBS
deve ser foda morar sozinho o fdp ta tomando na JARRA,tck10,2026-04-18,OBS
"mano, vc não tah não fazendo dieta, vc tah ingerindo liquido e tomando 6 de creatina, seu rim tah limpo e figado fudido",tck10,2026-04-18,OBS
ta poha,tck10,2026-04-18,OBS
tá porra,tck10,2026-04-18,OBS
tá porra Dg engoliu a banana krl kkkkkk,tck10,2026-04-18,OBS
fadiga burro burro,tck10,2026-04-18,INS
burro,tck10,2026-04-18,INS
"porra man, 2010 foi muito pika",tck10,2026-04-18,OBS
pq a waylay é tao ruim agr?,tck10,2026-04-18,INS
pq é tão ruim ela pessoal?,tck10,2026-04-18,INS
esse cara da furia e mt ruim os cara ta 0/todos,tck10,2026-04-18,INS
@vine_bs pqp kkkkkkk,tck10,2026-04-18,OBS
ta porra,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
PORRA,tck10,2026-04-18,OBS
caralho,tck10,2026-04-18,OBS
PQP,tck10,2026-04-18,OBS
wtf,tck10,2026-04-18,OBS
Ta porra,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
caralhooooooooooooooooooo,tck10,2026-04-18,OBS
caralhoooo,tck10,2026-04-18,OBS
caralho,tck10,2026-04-18,OBS
mds pqp,tck10,2026-04-18,OBS
caralho,tck10,2026-04-18,OBS
caralhooooooooooooo,tck10,2026-04-18,OBS
crl,tck10,2026-04-18,OBS
ta poha,tck10,2026-04-18,OBS
@domminusx O supamen burro,tck10,2026-04-18,INS
Crl,tck10,2026-04-18,OBS
PQP,tck10,2026-04-18,OBS
caralho,tck10,2026-04-18,OBS
caralho endureci,tck10,2026-04-18,OBS
CARAIO,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
cago ele n é disso,tck10,2026-04-18,OBS
quase transcendi vendo isso pqp,tck10,2026-04-18,OBS
nunk nessa vida que o com e pro e eu nao pqp,tck10,2026-04-18,OBS
pqp como pode asiatico ser bom em tudo vsf,tck10,2026-04-18,OBS
calma ai dg pqp,tck10,2026-04-18,OBS
puta merda,tck10,2026-04-18,OBS
carai ja foi a jarra todo,tck10,2026-04-18,OBS
@vitorbosso135 burro,tck10,2026-04-18,INS
nao vai dar pra virar o bomb burro,tck10,2026-04-18,INS
pqp,tck10,2026-04-18,OBS
carai,tck10,2026-04-18,OBS
cago,tck10,2026-04-18,OBS
CRL ALYM,tck10,2026-04-18,OBS
A vsf,tck10,2026-04-18,OBS
Supamen é nojento,tck10,2026-04-18,INS
que arma ridícula pqp,tck10,2026-04-18,OBS
q velho do crl KKKKK,tck10,2026-04-18,OBS
maneirin,tck10,2026-04-18,INS
vai jogar fortnite sugamen fdp,tck10,2026-04-18,OBS
idoso desgraçado,tck10,2026-04-18,OBS
mds com e muito ruim kkkkkkk,tck10,2026-04-18,INS
vsf,tck10,2026-04-18,OBS
essa arma de merda,tck10,2026-04-18,OBS
nojentos,tck10,2026-04-18,INS
fdp,tck10,2026-04-18,OBS
"nerfa essa bosta, vsf",tck10,2026-04-18,OBS
Que jogo nojento,tck10,2026-04-18,INS
tem q nerfa essa arma de merda,tck10,2026-04-18,OBS
"o spacca ziko, falo q as 4 bucky era um lixo",tck10,2026-04-18,INS
pqp,tck10,2026-04-18,OBS
so joga com esse lixo,tck10,2026-04-18,INS
mt lixop,tck10,2026-04-18,INS
com a gente a porra das 12 n funciona,tck10,2026-04-18,OBS
PQP,tck10,2026-04-18,OBS
CARALHO,tck10,2026-04-18,OBS
crl kkkkkk,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
alym é mt goat pqp,tck10,2026-04-18,OBS
fala fdp,tck10,2026-04-18,OBS
Tck tudo que sai da sua boca da merda,tck10,2026-04-18,OBS
pqp,tck10,2026-04-18,OBS
caralho vei,tck10,2026-04-18,OBS
morango lixo,tck10,2026-04-18,INS
alem de ser morando torce pra c9 pqp,tck10,2026-04-18,OBS
vc é burro,tck10,2026-04-18,INS
puta merda,tck10,2026-04-18,OBS
tendi porra nenhuma,tck10,2026-04-18,OBS
pqp kkkkkkkkkkk,tck10,2026-04-18,OBS
q risada feiia da porra,tck10,2026-04-18,OBS
bingulz burro?,tck10,2026-04-18,INS
Porra de kpop,gabepeixe,2026-04-18,OBS
nao porra,gabepeixe,2026-04-18,OBS
Porra gabe,gabepeixe,2026-04-18,OBS
mané touro ferdinando rapá,gabepeixe,2026-04-18,INS
E uma grande Merda esse filme,gabepeixe,2026-04-18,OBS
Sonic 3 Caraí,gabepeixe,2026-04-18,OBS
@mahdemaria aaah jogos vorazes seria mt foda,gabepeixe,2026-04-18,OBS
oh carai,gabepeixe,2026-04-18,OBS
nunca vi sa porra de filme slk,gabepeixe,2026-04-18,OBS
"Po gabe, vai assistir logo a versão censurada do segredo dos animais pqp",gabepeixe,2026-04-18,OBS
Caralhoooo,gabepeixe,2026-04-18,OBS
ue carai,gabepeixe,2026-04-18,OBS
logico porra,gabepeixe,2026-04-18,OBS
Burro demais,gabepeixe,2026-04-18,INS
MDS eu lembro de tudo caralhooo,gabepeixe,2026-04-18,OBS
"que nada, quem repara nos detalhe é chato mesmo",gabepeixe,2026-04-18,INS
o foda de assistir esse filme que você ouviu alguns dubladores que já foi para o Vasco,gabepeixe,2026-04-18,OBS
nem fodendo,gabepeixe,2026-04-18,OBS
Puta merda,gabepeixe,2026-04-18,OBS
"quero q os coiotes morra, bando de fdp",gabepeixe,2026-04-18,OBS
Boi burro demais gabepeixeCigarro,gabepeixe,2026-04-18,INS
Boi desgraçado gabepeixeLol gabepeixeLol gabepeixeLol gabepeixeLol,gabepeixe,2026-04-18,OBS
pqp kkkkkkkkkkkk,gabepeixe,2026-04-18,OBS
Boi branco só fazendo merda gabepeixeCigarro,gabepeixe,2026-04-18,OBS
Fdp,gabepeixe,2026-04-18,OBS
Porra Gabepeixe,gabepeixe,2026-04-18,OBS
@gabepeixe  você tbm tem teta animal burro,gabepeixe,2026-04-18,INS
Rato grande da porra,gabepeixe,2026-04-18,OBS
Vsf kkkkkkkkkkkkkkkkkk,gabepeixe,2026-04-18,OBS
pqp,gabepeixe,2026-04-18,OBS
do carai kkkkkkkkkkkkkk,gabepeixe,2026-04-18,OBS
Pqp,gabepeixe,2026-04-18,OBS
o fdp ai,gabepeixe,2026-04-18,OBS
Arrombado,gabepeixe,2026-04-18,OBS
Desgraçados,gabepeixe,2026-04-18,OBS
Nunca gostei de raposa tudo fdp,gabepeixe,2026-04-18,OBS
Coiote fdp,gabepeixe,2026-04-18,OBS
Arrombados,gabepeixe,2026-04-18,OBS
desgraçado,gabepeixe,2026-04-18,OBS
Vsf seu vermeeeee,gabepeixe,2026-04-18,OBS
Fdp,gabepeixe,2026-04-18,OBS
nem fodendo,gabepeixe,2026-04-18,OBS
Pqp,gabepeixe,2026-04-18,OBS
Nois a macho seu corno,gabepeixe,2026-04-18,INS
Arrombadoooioii,gabepeixe,2026-04-18,OBS
grita galinha pqp,gabepeixe,2026-04-18,OBS
Grita galinha carai,gabepeixe,2026-04-18,OBS
Aprende a voar galinha fdp,gabepeixe,2026-04-18,OBS
grita galinha inutil,gabepeixe,2026-04-18,INS
Ué pq n matou caraio e gabepeixeIndignado,gabepeixe,2026-04-18,OBS
agora que tu vai galinha fdp,gabepeixe,2026-04-18,OBS
otis fdp,gabepeixe,2026-04-18,OBS
Porra macho gabepeixeVegeta,gabepeixe,2026-04-18,OBS
Todo fudido o coitado gabepeixeDenixtriste2,gabepeixe,2026-04-18,OBS
Vtnc filme desgraçado 😭,gabepeixe,2026-04-18,OBS
Esse burro do coice é tão engraçado,gabepeixe,2026-04-18,INS
Culpa sua fdp,gabepeixe,2026-04-18,OBS
Fdp,gabepeixe,2026-04-18,OBS
É fdp,gabepeixe,2026-04-18,OBS
Arrombado,gabepeixe,2026-04-18,OBS
Ottis fdp,gabepeixe,2026-04-18,OBS
Coiote fdp gabepeixeVegeta gabepeixeVegeta gabepeixeVegeta,gabepeixe,2026-04-18,OBS
Desenho triste da porra gabepeixeDenixtriste2,gabepeixe,2026-04-18,OBS
tirou pra merda no meio da tropa,gabepeixe,2026-04-18,OBS
Vai ser cachaça pinga e puta,gabepeixe,2026-04-18,OBS
ta porra,gabepeixe,2026-04-18,OBS
E autista,gabepeixe,2026-04-18,DO
Olha poha do pinto kkkk,gabepeixe,2026-04-18,OBS
@ojeanfish o barulho q o fdp faz kkkkkkkkkkk,gabepeixe,2026-04-18,OBS
Pqp,gabepeixe,2026-04-18,OBS
poha kkkkkkk,gabepeixe,2026-04-18,OBS
pqp,gabepeixe,2026-04-18,OBS
carai kkkkkkkkkk,gabepeixe,2026-04-18,OBS
nem fodendo,gabepeixe,2026-04-18,OBS
pqp lllkkkkkkkkkkkkkkk,gabepeixe,2026-04-18,OBS
pqp,gabepeixe,2026-04-18,OBS
Pqp kkkkk,gabepeixe,2026-04-18,OBS
pqp,gabepeixe,2026-04-18,OBS
Velho resistente da porra,gabepeixe,2026-04-18,OBS
o veio todo fudido,gabepeixe,2026-04-18,OBS
Colocaro a poha da doninha kkkkkkkk,gabepeixe,2026-04-18,OBS
nem fodendo,gabepeixe,2026-04-18,OBS
Pqp,gabepeixe,2026-04-18,OBS
pqp,gabepeixe,2026-04-18,OBS
Fdp,gabepeixe,2026-04-18,OBS
Arrombado,gabepeixe,2026-04-18,OBS
fdp,gabepeixe,2026-04-18,OBS
@pedrohenry_sc a casa monstro carai,gabepeixe,2026-04-18,OBS
A koe nostalgia da pohaaaaa kkkkkkk,gabepeixe,2026-04-18,OBS
q fdp kkkkkkk,gabepeixe,2026-04-18,OBS
pqp,gabepeixe,2026-04-18,OBS
sobrou logo ele kkkkkkkkkkkkkkkk pqp,sacy,2026-04-18,OBS
Pqp,sacy,2026-04-18,OBS
pqp,sacy,2026-04-18,OBS
toma seu lixoooo,sacy,2026-04-18,INS
kkkkkkkkkkk que cara HORRIVEL PQP,sacy,2026-04-18,OBS
o com nao dá cara pqp mds,sacy,2026-04-18,OBS
Muito ruim,sacy,2026-04-18,INS
ruim dms kkkkkkkkkkk,sacy,2026-04-18,INS
play de bronze pqp,sacy,2026-04-18,OBS
carai nyny,sacy,2026-04-18,OBS
caraio,sacy,2026-04-18,OBS
CARALHO,sacy,2026-04-18,OBS
caralho kkkkkkkk,sacy,2026-04-18,OBS
VSF LOUD,sacy,2026-04-18,OBS
Pqp,sacy,2026-04-18,OBS
PQP,sacy,2026-04-18,OBS
que cara ruim,sacy,2026-04-18,INS
ele é ruim em,sacy,2026-04-18,INS
mt burro,sacy,2026-04-18,INS
"mlk ruim,",sacy,2026-04-18,INS
mlk burro do crlh,sacy,2026-04-18,INS
2x esse anta de teta,sacy,2026-04-18,INS
Cabaço,sacy,2026-04-18,OBS
Sacy vc poderia me dizer se o COM é bom ou ruim,sacy,2026-04-18,INS
sacy vc passa a zero ou gilete na sua careca?,sacy,2026-04-18,INS
PQP,sacy,2026-04-18,OBS
cagou,sacy,2026-04-18,OBS
ah vsf,sacy,2026-04-18,OBS
sacyzao ce acha que se a parede da vyse antes de ativar fosse quebravel tipo o fio do cypher seria mt ruim?,sacy,2026-04-18,INS
@imnotnagumo seria horrível,sacy,2026-04-18,INS
gente tds esse cara e bom n tem ruim ai nao,sacy,2026-04-18,INS
conta de luz do sacy vem baratin mané,sacy,2026-04-18,INS
"o c0m é mt ruim, puta q pariu",sacy,2026-04-18,"INS, OBS"
puta merda,sacy,2026-04-18,OBS
ta fudido kkkkkk,sacy,2026-04-18,OBS
pqp furia cara,sacy,2026-04-18,OBS
bicho feio da porra,sacy,2026-04-18,OBS
e se a NRG que ta uma merda rapaziada? pensem nisso,sacy,2026-04-18,OBS
pqp ]que cara chato,sacy,2026-04-18,"INS, OBS"
KKKKKKKK porra,sacy,2026-04-18,OBS
Sacy burro é foda,sacy,2026-04-18,INS
Sacy Burro kkkkkkkkkkkkkkkkkkkkkkkkkk,sacy,2026-04-18,INS
um champions no bolso e é chamado de burro,sacy,2026-04-18,INS
caralho em,sacy,2026-04-18,OBS
kkkkkkkkkkkkkkkkkkk ai carai n tankei,sacy,2026-04-18,OBS
adorei o SACY BURRO,sacy,2026-04-18,INS
carai sentiram,sacy,2026-04-18,OBS
"quando rola aquele silêncio, e tu só escuta alguém falar: reunião merda da porra",sacy,2026-04-18,OBS
chassi burro,sacy,2026-04-18,INS
é foda que as vezes a pessoa manda mensagem achando que vc nao vai ler e vc acaba lendo,sacy,2026-04-18,OBS
VSF youtube,sacy,2026-04-18,OBS
VSF YT,sacy,2026-04-18,OBS
é uma arma nuclear essa porra?,sacy,2026-04-18,OBS
pqp,sacy,2026-04-18,OBS
com eh muito ruim],sacy,2026-04-18,INS
ele é mt ruim,sacy,2026-04-18,INS
PQP,sacy,2026-04-18,OBS
pqp,sacy,2026-04-18,OBS
o COM é nosso caralho,sacy,2026-04-18,OBS
Fdp burro,sacy,2026-04-18,"INS, OBS"
com eh muito ruim vri pqp,sacy,2026-04-18,"INS, OBS"
com perdeu uns 4 rounds pra eg pqp,sacy,2026-04-18,OBS
Kika esse arrombado do time namoral,sacy,2026-04-18,OBS
com e muito ruim,sacy,2026-04-18,INS
o c0m e muito ruim velho kkkkkkkkkkkk,sacy,2026-04-18,INS
manda embora esse merda,sacy,2026-04-18,OBS
filho da puta,sacy,2026-04-18,OBS
pqp,sacy,2026-04-18,OBS
"o ""fdp"" mais sincero que ouvi esse mes",sacy,2026-04-18,OBS
"O com é uma experiência, bizarro. O dg abrir dr bucky é esse imbecil baitando é marola hahahahaa",sacy,2026-04-18,INS
"torcer pro maridao é uma roleta russa, vc ve a eg fazendo a boa, do nd algum MALDITO faz merda e o round acaba kkkkkkkk",sacy,2026-04-18,OBS
caralho poetico,sacy,2026-04-18,OBS
